"FID_1","FREQUENCY","AGG","AGGLAT","AGGLONG","ERA","SLOPE","REGION","Rowid","X","Y","SRTMv4","H_BIO_1","C_BIO_1","H_BIO_12","C_BIO_12","H_BIO_5","C_BIO_5","H_BIO_6","C_BIO_6","nr_elv_b1","nr_elv_b12","nr_elv_b5","nr_elv_b6"
197,3,"SSHistoricMillCreek",35.530586,-118.622159,"H","W","SS",198,124819.1089,-275358.0051,764.568054,1592,1610,42117.00781,46108.82031,3551.54541,3548.456054,89.143295,106.519393,2356.82244897959,1120.88640973631,1397.26059654631,1790.93712212817
198,2,"SSHistoricMinkler",36.7166,-119.4641,"H","W","SS",199,47804.62565,-144347.5762,117.597549,1705,1775,29447.94141,32607.59961,3818.041748,3712.968017,174.470489,299.246154,2323.04795918367,1075.58417849899,1469.68841761827,1784.7118847539
199,1,"SSHistoricMitchellPeak",36.732308,-118.713693,"H","W","SS",200,114716.0299,-141958.6137,3127.824707,334,383,85755.16406,97265.8125,1658.787963,1710.451049,-962.916442,-847.949523,2980.53643724696,1368.91379310345,1828.28239202658,1898.00619195046
200,2,"SSHistoricMooseLake",36.600674,-118.637441,"H","W","SS",201,121726.1016,-156492.2018,3213.820068,235,269,121178.4922,138368.875,1657.978149,1699.320068,-1146.045043,-1054.213134,3179.44929006085,1513.61094224924,2002.83535911602,1852.99663865546
201,1,"SSHistoricMtGould",36.78039,-118.37854,"H","W","SS",202,144511.4987,-136156.9345,3939.965332,-155,-80,103556.4531,106927.1563,1220.898559,1332.225463,-1530.065429,-1400.952148,2245.58172588832,791.404665314402,1874.68984962406,1786.35903614458
202,3,"SSHistoricOlanchaPeakwestslope",36.259758,-118.123273,"H","W","SS",203,168404.3219,-193586.6425,3286.684082,94,165,50748.67188,50419.54297,1643.337158,1726.277221,-1270.998168,-1164.425415,2729.7847715736,1466.54740061162,1532.07450523865,1864.57520661157
203,7,"SSHistoricOnionValley",36.774383,-118.331046,"H","W","SS",204,148755.6567,-136751.036,2690.016357,436,510,54933.05859,60454.34766,2160.842041,2278.53125,-1109.465209,-946.376892,2437.68972533062,2270.5455465587,1548.35571260306,1659.83288043478
204,4,"SSHistoricOnyx",35.685739,-118.21827,"H","E","SS",205,161079.5332,-257516.7812,865.934692,1609,1656,30723.77344,31870.80078,3552.024414,3581.382812,-14.723078,47.917652,2491.89613034623,2215.53744939271,1501.91100702576,1741.97007481297
205,1,"SSHistoricPiutePassofftrapline",37.231039,-118.68916,"H","W","SS",206,116137.3445,-86498.4809,3600.783691,-47,-10,98607.88281,96506.125,1502.204956,1508.569824,-1409.535644,-1283.368286,2398.89205702648,1913.49341438703,1502.74065420561,1450.8997005988
206,4,"SSHistoricRedrocksMeadow",36.270108,-118.271385,"H","W","SS",207,155094.4464,-192689.4105,2661.955078,304,354,62414.53906,72298.0625,2086.180419,2142.761474,-1189.721313,-1120.528198,2381.66428571429,1887.42393509128,1503.7024504084,1412.92889561271
207,1,"SSHistoricRockCreek",36.496066,-118.326482,"H","W","SS",208,149708.3836,-167671.4385,2953.58789,164,229,56144.76172,54281.84375,1924.977783,1979.123291,-1352.718872,-1194.768432,1749.36105476673,1528.76393110436,2298.43979057592,1650.78091872792
208,2,"SSHistoricSirrettaMeadows",35.942,-118.328,"H","W","SS",209,150658.336,-229232.3434,2758.37207,517,569,69030.24219,78146.5625,2036.412597,2084.155761,-727.874267,-647.595275,1487.79837892604,1630.09127789047,2595.75668789809,1876.42354368932
209,5,"SSHistoricSmithMeadowTroutCreek",35.96474,-118.22947,"H","W","SS",210,159488.2949,-226545.0682,1860.368652,962,1008,30620.12109,33120.92969,2889.510009,2962.052001,-599.494506,-556.719604,1501.91894630192,1660.2799188641,2574.11055276382,1820.64277035237
210,4,"SSHistoricTaylorMeadow",35.830658,-118.29175,"H","W","SS",211,154147.2014,-241542.2964,2147.303222,814,850,69148.78906,78127.75781,2533.720947,2586.071533,-433.642456,-392.108795,1657.88438133874,1572.11246200608,2298.01919385797,1800.47762998791
211,4,"SSHistoricWalkerPass05westside",35.68775,-118.049302,"H","E","SS",212,176348.5304,-256992.7467,1395.433349,1382,1442,26892.125,28197.61914,3409.179687,3447.571533,-38.129978,-8.068165,3168.16345177665,1566.07411167513,1827.61150234742,1852.34125636672
212,2,"SSHistoricWalkerPass06westside",35.6692,-118.0371,"H","E","SS",213,177494.1214,-259030.1934,1526.797729,1385,1470,26017.14063,27308.17383,3389.075683,3423.984375,-55.912044,68.263031,1369.94939271255,1558.10638297872,2619.69576379974,1997.5809080326
213,3,"SSHistoricWalkerPass07FreemanCanyoneastside",35.6501,-118.0109,"H","E","SS",214,179907.3921,-261102.0765,1481.388427,1430,1517,25466.00586,26607.53906,3392.366943,3428.709228,16.540809,136.759429,1441.04352226721,1582.92907801418,2618.26810673443,1893.84800965018
214,3,"SSHistoricWeldonFayCreeknorth",35.7412,-118.31,"H","W","SS",215,152677.7099,-251508.4874,1261.483642,1404,1484,43960.67578,46158.26172,3258.651855,3304.17456,-8.634849,120.026718,1485.34549138804,1632.05273833671,2607.97062579821,1874.66383495146
215,5,"SSHistoricWeldonsouth",35.666083,-118.28948,"H","W","SS",216,154681.8552,-259818.5072,809.354003,1638,1699,27610.77734,27742.65234,3648.685058,3679.276367,-81.097114,-8.889328,1473.26139817629,1647.9645030426,2630.91440217391,1802.51753325272
216,4,"SSHistoricWhitneyMeadow",36.434131,-118.2671,"H","W","SS",217,155145.7156,-174457.9074,2968.678466,157,243,50025.86719,48526.01172,1999.484497,2060.280761,-1447.557983,-1311.733276,1501.91894630192,1660.2799188641,2574.11055276382,1820.64277035237
217,3,"SSModernAsterLake",36.60162,-118.6779,"M","W","SS",218,118110.4461,-156438.2485,2780.194335,411,438,115184.3594,128611.8047,1844.68103,1876.766723,-929.573608,-841.858215,1533.14690982776,1597.81762917933,2568.53156565657,1762.02895054282
218,2,"SSModernBakersfield",35.513862,-118.870948,"M","W","SS",219,102304.735,-277513.4596,269.607086,1940,1933,22574.41797,24032,3765.643554,3716.187988,461.77893,469.984771,1557.45592705167,1517.86220871327,2493.8625,1842.33131067961
219,2,"SSModernBakersfieldJackrabbitFlat",35.49501,-119.057261,"M","W","SS",220,85444.31523,-279791.7701,238.418167,1858,1875,19595.5957,20943.36328,3751.273925,3649.216796,338.520568,406.184631,1668.94421906694,1567.76291793313,2460.12331838565,1691.5663507109
220,2,"SSModernBodfish0102",35.599554,-118.496725,"M","W","SS",221,136059.7385,-267525.475,724.749633,1645,1687,27487.04297,28438.16406,3612.890625,3628.577148,-0.266604,60.853038,373.251419302514,1666.11310008137,159.176136363636,770.561943319838
221,1,"SSModernBodfish03ErskineCr",35.587765,-118.440047,"M","W","SS",222,141210.6489,-268751.9522,932.073364,1439,1470,32719.11133,34359.16406,3302.20288,3318.513427,23.14204,4.536061,1872.09450726979,1800.36696501221,2019.98296836983,1705.74025974026
222,1,"SSModernBodfish04SandyFlatCampground",35.587765,-118.440047,"M","W","SS",222,141210.6489,-268751.9522,932.073364,1439,1470,32719.11133,34359.16406,3302.20288,3318.513427,23.14204,4.536061,1920.2748585287,628.506072874494,1848.72727272727,1759.84801940178
223,7,"SSModernBroderMonacheMeadow",36.166048,-118.191906,"M","W","SS",224,162445.057,-204117.5358,2402.62622,514,564,49455.29297,57110.53125,2322.627197,2402.97705,-1012.962524,-932.088378,214.734627831715,878.507281553398,159.752435064935,501.896356275304
224,4,"SSModernBullfrogLake",36.770114,-118.404074,"M","W","SS",225,142255.2581,-137337.5271,3237.175048,88,154,86487.78906,89185.92969,1586.434448,1695.813842,-1323.28479,-1196.179321,1727.59481361426,1646.8008097166,1563.87469684721,1769.80113177041
225,2,"SSModernCannellMeadow",35.833444,-118.370749,"M","W","SS",226,147014.0285,-241358.2978,2278.330566,719,793,74731.59375,85051.08594,2354.548828,2413.725097,-505.518371,-372.174591,1701.25,1676.09748172218,1526.80616382806,1769.80113177041
226,2,"SSModernCarrollCreek",36.510223,-118.102954,"M","E","SS",227,169670.45,-165721.8805,1716.338134,1196,1298,19798.12109,21439.98828,3041.571044,3124.109619,-294.749603,-114.807815,1692.46022727273,1263.22664500406,1509.24655312247,1769.80113177041
227,1,"SSModernCottonwoodLakes",36.49873,-118.20772,"M","W","SS",228,160325.6093,-167181.2431,3397.723876,23,98,51009.94922,52523.90234,1573.572265,1663.590332,-1388.387451,-1251.370483,1688.56447688564,1571.41544715447,1522.63798701299,1770.86822958771
228,6,"SSModernCrabtreeMeadowWhitneyCreek",36.552653,-118.357678,"M","W","SS",229,146809.0432,-161432.3208,3151.039794,160,196,58428.49609,58767.51953,1873.948974,1928.622192,-1321.370849,-1211.306762,1824.10177705977,1704.91012145749,1575.92239288601,1770.86822958771
229,3,"SSModernDunlapMillCreek",36.730162,-119.11864,"M","W","SS",230,78605.71188,-142609.9717,576.617309,1600,1675,60865.20703,67827.99219,3504.255615,3522.225585,117.004821,269.165893,1873.59935379645,1556.97974068071,1821.13430420712,1747.61893203884
230,1,"SSModernEvolutionValley1",37.2099,-118.689,"M","W","SS",231,116184.0109,-88847.86349,3640.232666,-181,-141,106140.0703,102160.8516,1285.423461,1297.103271,-1545.199096,-1401.058227,1838.99111470113,1314.80825242718,1654.44191714054,1769.80113177041
231,1,"SSModernEvolutionValley2",37.1717,-118.716,"M","W","SS",232,113848.8824,-93126.49238,3012.147949,151,191,81481.74219,76976.17969,1713.466674,1710.755859,-1354.587036,-1205.911865,2132.49392712551,1855.22945484133,2141.5983805668,1768.07275666936
232,1,"SSModernEvolutionValley3",37.188599,-118.702,"M","W","SS",233,115064.4189,-91231.29439,3440.89624,-127,-81,91155.74219,86409.78906,1422.246337,1434.623413,-1513.269531,-1367.453735,965.016246953696,573.22859450727,1136.84991843393,1041.60308441558
233,2,"SSModernEvolutionValley4",37.1623,-118.691,"M","W","SS",234,116079.8308,-94140.96886,3310.082763,-44,10,93885.90625,88836.16406,1462.668212,1462.426025,-1540.627563,-1359.620117,532.195458231955,686.353896103896,384.017842660178,824.616693679092
234,2,"SSModernEvolutionValley5",37.0991,-118.597,"M","W","SS",235,124518.8735,-101046.1319,2703.30371,404,442,55902.3125,57644.24219,2098.570312,2085.509521,-1126.425048,-969.470764,1866.30290791599,1058.64239482201,1852.87175324675,1791.7915993538
235,2,"SSModernEvolutionValley6",37.1027,-118.556,"M","W","SS",236,128151.2951,-100591.3795,3452.817871,13,50,96433.77344,107105.3203,1427.791503,1439.161376,-1294.031982,-1166.09729,1583.73987034036,1417.81965881397,1660.01383238405,1604.35691056911
236,6,"SSModernHorseCorralMeadow",36.746714,-118.766445,"M","W","SS",237,109990.962,-140420.1122,2281.410156,472,506,83773.3125,97189.02344,2226.397216,2257.682861,-1080.952514,-979.955078,1648.42037186742,1423.56620633631,1706.24230145867,1655.06720647773
237,3,"SSModernHumeLake",36.791984,-118.904039,"M","W","SS",238,97664.82265,-135539.583,1586.465087,892,946,82881.53906,94450.78125,2732.150878,2762.713134,-608.465393,-427.126678,1693.75931928687,1490.87030995106,1753.67313915858,1696.9520714866
238,7,"SSModernJackassMeadow",36.09292,-118.226927,"M","W","SS",239,159451.0037,-212301.2178,2361.10913,586,664,40738.21484,46352.61328,2311.33374,2396.364746,-818.458435,-684.683105,1805.12783171521,1660.14865962632,1641.98864557989,1765.63136620857
239,1,"SSModernKelsoCreekRoadsalvage",35.63622,-118.24572,"M","W","SS",240,158699.9632,-263062.9496,861.411926,1589,1636,31116.56055,32642.92383,3547.89746,3574.032958,-57.348133,-16.534339,1689.85563665856,1576.38455284553,1536.30819140308,1770.86822958771
240,5,"SSModernKingsRiverCanyon",36.791109,-118.600285,"M","W","SS",241,124732.7456,-135280.5642,1513.96936,996,1071,89528.52344,100938.8438,2821.147216,2861.868896,-494.701446,-403.18457,1428.76451349141,1641.71266233766,1242.34530612245,1747.428802589
241,3,"SSModernLittleBrushMeadowOlanchaPeak",36.253244,-118.134183,"M","W","SS",242,167439.7128,-194329.6797,2921.601806,325,388,46703,47273.20313,1889.250488,1972.239013,-1021.812377,-931.281921,185.65658217498,1718.14308811641,159.458164094232,485.71012145749
242,2,"SSModernLittleCottonwoodCreek0102",36.475353,-118.120386,"M","W","SS",243,168188.3837,-169627.44,2876.071289,355,425,37290.86719,39474.01953,1918.918334,1998.828613,-1026.648559,-903.624145,344.821717990276,810.752627324171,192.038430089943,660.821052631579
243,1,"SSModernLittleCottonwoodCreek03upcreekmeadow",36.479157,-118.128614,"M","W","SS",244,167443.8967,-169219.3328,2996.871582,267,338,39452.39063,41492.08594,1824.891967,1905.013183,-1119.529907,-996.875488,192.261400651466,1724.50891410049,159.458164094232,526.192868719611
244,1,"SSModernLittleCottonwoodCreekcamp",36.45175,-118.17046,"M","W","SS",245,163758.9574,-172337.6792,3071.753906,253,318,44166.60547,43475.47656,1842.070312,1922.470092,-1198.555908,-1075.176635,185.65658217498,1722.27773279352,159.458164094232,520.465964343598
245,2,"SSModernMillCreek",35.535328,-118.61732,"M","W","SS",246,125249.7592,-274824.9581,741.362426,1682,1697,39224.24609,42424.83203,3646.935546,3645.92456,119.994926,127.458198,185.65658217498,1745.97400487409,159.458164094232,519.911669367909
246,3,"SSModernMinkler010203",36.750489,-119.440385,"M","W","SS",247,49897.80052,-140568.8306,133.22293,1717,1787,31421.41406,34961.1875,3856.254394,3763.78833,183.00418,319.28601,235.645917542441,747.871857258719,159.458164094232,608.636437246964
247,1,"SSModernMinkler04JesseMorrowMt",36.712887,-119.416629,"M","W","SS",248,52041.63409,-144735.2509,134.738555,1710,1777,35249.57422,39160.50781,3829.277832,3735.127441,189.772201,294.117706,1694.38911454102,1675.25182778229,1622.69829683698,1750.2748585287
248,1,"SSModernMooseLake",36.603901,-118.641,"M","W","SS",249,121403.0374,-156138.1547,3268.674804,189,217,126916.7813,144539.6094,1620.989624,1658.500488,-1192.814697,-1111.913208,1867.55573505654,1549.64792176039,1519.50324675325,1770.86822958771
249,1,"SSModernOlanchaCreek",36.27383,-118.02917,"M","E","SS",250,176814.7172,-191851.9103,1220.9104,1474,1544,16225.2998,16941.6875,3502.062255,3589.343994,-269.053924,-214.993957,1066.03896103896,862.603406326034,1244.95179738562,1122.36496350365
250,2,"SSModernOnionValley",36.77509,-118.334185,"M","W","SS",251,148474.5246,-136677.3881,2754.865234,360,437,59959.46094,66457.1875,2049.855468,2164.07666,-1153.149047,-1001.769958,1970.14955537591,1855.22945484133,2033.12094155844,1833.29102667745
251,2,"SSModernOnyx0103CanebrakeER",35.728478,-118.171663,"M","E","SS",252,165200.998,-252689.628,864.857116,1634,1691,28934.52344,30362.70898,3678.806152,3736.395996,-80.963943,-26.112857,2103.74008097166,1855.22945484133,2136.91417004049,1840.83037156704
252,2,"SSModernOnyx0204ScodieCanyon",35.67941,-118.214406,"M","E","SS",253,161442.0599,-258213.1532,895.828613,1578,1617,32181.76367,33775.4375,3505.464599,3535.22998,-35.749813,3.576188,1814.38996763754,1464.6832247557,1753.21035598705,1748.90056588521
253,3,"SSModernRockyBasinLakes",36.444488,-118.318132,"M","W","SS",254,150556.9476,-173389.3715,3292.232421,121,170,58431.90234,58222.81641,1744.16333,1798.970703,-1313.842773,-1198.068359,1817.61003236246,1564.09283387622,1533.20519059205,1770.86822958771
254,8,"SSModernSirrettaMeadows",35.944708,-118.327436,"M","W","SS",255,150703.843,-228930.6228,2755.8479,521,572,67736.60938,76812.67188,2051.300537,2098.160156,-743.499206,-668.757568,1786.5036437247,1647.07311129163,1623.36901865369,1768.07275666936
255,5,"SSModernSmithMeadowTroutCreek",35.965359,-118.226692,"M","W","SS",256,159737.2182,-226471.6289,1855.632324,962,1008,30620.12109,33120.92969,2889.510009,2962.052001,-599.494506,-556.719604,1550.68775344688,1462.45195439739,1701.37894736842,1627.44715447154
256,7,"SSModernTaylorMeadow",35.830001,-118.295724,"M","W","SS",257,153789.9532,-241621.7291,2169.803466,814,850,69148.78906,78127.75781,2533.720947,2586.071533,-433.642456,-392.108795,1583.73987034036,1419.28025995126,1658.55492270138,1604.26932465419
257,2,"SSModernWalkerPass01FreemanCanyoneastside",35.65561,-118.013813,"M","E","SS",258,179631.1395,-260495.6578,1506.406127,1422,1516,25895.05469,27108.45117,3395.660888,3430.004882,-1.499393,123.392677,1872.09450726979,1800.36696501221,2019.98296836983,1705.74025974026
258,1,"SSModernWalkerPass02eastside",35.663848,-118.026011,"M","E","SS",259,178509.0647,-259603.7765,1624.62268,1372,1447,26294.21875,27656.75586,3360.282714,3393.189697,-23.067138,79.420387,1920.2748585287,628.506072874494,1848.72727272727,1759.84801940178
259,2,"SSModernWalkerPass03westside",35.666378,-118.040982,"M","E","SS",260,177149.6231,-259350.8709,1511.959716,1396,1486,26008.10938,27277.90234,3389.108398,3424.230224,-16.560758,92.202621,190.986156351792,1718.18982229402,159.458164094232,485.71012145749
260,1,"SSModernWalkerPass04westside",35.725013,-118.075586,"M","E","SS",261,173888.7101,-252902.667,1226.395507,1502,1547,31422.94531,33227.32813,3530.671142,3571.281005,-14.175424,22.875314,1801.15533980583,1548.73349633252,1525.39334955393,1770.86822958771
261,7,"SSModernWeldon01050709FRRFayCreeknorth",35.716316,-118.305222,"M","W","SS",262,153158.7268,-254264.7074,1041.318847,1469,1513,37195.20703,38396.40625,3400.718017,3441.51416,-14.5167,-0.739558,213.093851132686,907.596434359805,159.571080422421,470.290688259109
262,4,"SSModernWeldon02030608south",35.678534,-118.295301,"M","W","SS",263,154130.6564,-258445.0785,809.834655,1632,1692,27952.30273,28087.35156,3655.131591,3687.369384,-67.167213,-24.872812,1693.75931928687,1589.51015434606,1532.38087520259,1770.86822958771
263,7,"SSModernWhitneyMeadow",36.431487,-118.274824,"M","W","SS",264,154459.6175,-174764.3029,2956.859619,157,243,50025.86719,48526.01172,1999.484497,2060.280761,-1447.557983,-1311.733276,1869.22374798061,1680.32064777328,1709.74089068826,1768.07275666936
0,2,"AspenValley1",37.827725,-119.771211,"H","W","YO",1,20111.65974,-20946.86892,1877.717895,825,872,105295.2422,118258.5859,2545.194335,2508.554443,-637.016296,-456.249237,1877.79967689822,1596.585089141,1825.28074433657,1748.00889967638
1,1,"AV1",37.82534,-119.77221,"M","W","YO",2,20024.48494,-21212.21261,1871.608154,825,872,105295.2422,118258.5859,2545.194335,2508.554443,-637.016296,-456.249237,1693.75931928687,856.021827000808,1541.57258718573,1769.80113177041
2,1,"BC1",37.90028,-119.12977,"M","E","YO",3,76419.22772,-12554.70008,2199.141113,662,766,44572.57031,45573.78125,2701.408203,2718.365478,-1032.164794,-827.06903,1701.25,1203.35987002437,1536.6204379562,1768.94098625707
3,2,"Ca1",37.72315,-119.712003,"M","W","YO",4,25351.33693,-32557.89204,1044.115356,1188,1246,88373.69531,98367.64063,3076.51831,3025.791503,-311.78598,-87.101142,1692.31331168831,1175.34606011373,1592.36510500808,1767.12449474535
4,2,"Cascade1",37.725765,-119.710935,"H","W","YO",5,25444.4583,-32266.90682,1101.10083,1188,1246,88373.69531,98367.64063,3076.51831,3025.791503,-311.78598,-87.101142,1700.2987012987,1676.62956945573,1519.04951298701,1769.80113177041
5,3,"CascadeCreek1",37.738698,-119.702903,"H","W","YO",6,26146.9225,-30827.01117,1817.400512,917,998,94776.00781,106845.1484,2610.909423,2576.416992,-472.654724,-250.170059,2132.49392712551,1855.22945484133,2141.5983805668,1768.07275666936
6,1,"CF1",37.75331,-119.8089,"M","W","YO",7,16815.47997,-29226.66484,1955.519165,910,983,94595.10156,107195.7969,2407.164062,2380.87622,-326.280029,-134.13533,293.901214574899,812.060630557801,159.528025995126,552.171659919028
7,8,"CF2",37.752878,-119.797693,"M","W","YO",8,17801.65334,-29272.64284,1879.041259,905,978,94124.69531,107080.9688,2396.705566,2369.453857,-342.316162,-144.670043,1714.07299270073,1604.72977346278,1563.06467259499,1770.86822958771
8,8,"CF3",37.75775,-119.7699,"M","W","YO",9,20245.77597,-28725.46365,2096.169189,796,865,94345.92188,108226.4922,2342.508789,2310.65332,-511.919982,-312.848968,263.793047696039,1624.58190709046,159.458164094232,653.014574898785
9,3,"Ch1",37.685987,-119.724393,"M","W","YO",10,24272.7514,-36692.39383,1095.878662,1305,1351,89972.71875,99329.64063,3212.302001,3176.473144,-190.678009,43.678108,2021.95954692557,1855.22945484133,2091.97327935223,1841.91357027464
10,5,"Chinquapin1",37.652364,-119.702601,"H","W","YO",11,26203.60567,-40424.3167,1844.728759,954,1003,101955.6094,114312.7422,2596.1333,2549.814208,-393.493682,-203.18666,965.016246953696,573.22859450727,1136.84991843393,1041.60308441558
11,2,"Coulterville1",37.710817,-120.214514,"H","W","YO",12,-18884.03749,-33946.04832,472.378631,1525,1561,63511.00391,70026.01563,3505.365234,3488.026123,99.85366,186.296844,1852.72940226171,1051.97734627832,1846.75811688312,1791.70516962843
12,2,"Coulterville2",37.73845,-120.14187,"H","W","YO",13,-12484.08773,-30886.20681,975.230102,1242,1292,93764.67969,99905.72656,3342.116699,3357.48291,-272.218994,-134.232437,1694.38911454102,1580.54308943089,1533.90186536902,1770.86822958771
13,1,"Coulterville3",37.753536,-120.1058,"H","W","YO",14,-9307.890755,-29213.29407,903.797424,1184,1273,92862.47656,98278.75781,3196.911865,3229.002685,-301.83197,-109.171661,1688.56447688564,1580.35853658537,1534.05920519059,1770.86822958771
14,3,"CPV1",37.640553,-120.21173,"M","W","YO",15,-18656.38633,-41757.56375,724.221191,1551,1600,64512.875,71439.51563,3515.935302,3488.63623,99.215675,247.492614,224.089733225546,877.173948220065,159.458164094232,536.149108589951
15,1,"CPV2",37.65594,-120.22132,"M","W","YO",16,-19497.45676,-40045.12668,545.45819,1572,1620,56888.89453,63488.83594,3576.122314,3550.753906,140.722,236.591186,1434.08578431373,1663.85134037368,1249.4272875817,1749.3503236246
16,1,"CPV3",37.614215,-120.18232,"M","W","YO",17,-16070.4291,-44690.83048,855.190429,1506,1539,68845.59375,76172.98438,3482.460937,3469.10791,45.898426,188.105468,1867.23344103393,779.065640194489,1780.42186234818,1759.07922392886
17,4,"CPV4",37.723813,-120.263753,"M","W","YO",18,-23214.86169,-32490.40068,552.27478,1474,1514,69239.03906,76191.6875,3437.718505,3409.812011,25.947673,125.629547,398.679643146796,1668.66314076485,155.523925385239,781.621862348178
18,1,"CPV5",37.73883,-120.24826,"M","W","YO",19,-21846.7732,-30824.70043,691.36383,1431,1476,73569.0625,80410.53125,3416.85083,3403.301269,-33.192054,105.703544,185.65658217498,1725.31792376318,159.458164094232,521.624797406807
19,1,"CPV6",37.70881,-120.22121,"M","W","YO",20,-19474.05269,-34167.80419,420.264678,1539,1574,62391.44922,68982.42969,3520.224121,3501.098144,120.889427,191.227981,232.360549717057,1600.99265905383,159.458164094232,591.263371150729
20,1,"CPV7",37.68405,-120.12141,"M","W","YO",21,-10691.25799,-36936.15693,898.58551,1358,1423,82785.42969,89630.6875,3334.283691,3342.821289,-86.521667,103.633239,1845.96526655897,1658.96359223301,1629.14598540146,1770.86822958771
21,1,"CPV8",37.71951,-120.17941,"M","W","YO",22,-15791.76234,-32986.10002,569.235534,1467,1518,71066.35156,77529.89063,3470.22583,3461.554443,35.960357,150.412948,1693.75931928687,1490.87030995106,1753.67313915858,1696.9520714866
22,2,"CPV9",37.73636,-120.166455,"M","W","YO",23,-14648.08748,-31115.02663,893.96466,1261,1314,88351.99219,94611.4375,3357.386962,3367.619873,-238.933197,-97.706687,1770.4987854251,1574.72756669361,1853.59902597403,1659.75752644426
23,1,"CraneFlat1",37.755589,-119.79805,"H","W","YO",24,17769.59983,-28971.33765,1888.713012,905,978,94124.69531,107080.9688,2396.705566,2369.453857,-342.316162,-144.670043,1737.59627831715,1638.6387987013,1584.86106623586,1768.94098625707
24,1,"DD1",37.90828,-119.3475,"M","W","YO",25,57293.78672,-11818.92875,2960.948974,269,308,90332.74219,97864.17188,2074.735351,2073.061035,-1277.165405,-1129.5802,2103.74008097166,1855.22945484133,2136.91417004049,1840.83037156704
25,1,"DeM1",37.89922,-119.3477,"M","W","YO",26,57283.15555,-12826.19792,2865.740722,280,325,85210.375,91634.44531,2118.871826,2116.027587,-1299.520996,-1144.626831,578.740470397405,690.38342810723,476.722491909385,839.316045380875
26,3,"DL1",38.172967,-119.594753,"M","W","YO",27,35458.17795,17483.98356,2863.664062,204,262,142809.6406,167365.6094,1914.298706,1900.536987,-1223.787109,-1067.868286,1845.96526655897,1366.95623987034,1845.00081037277,1833.29102667745
27,2,"DryCreek1",37.934652,-118.935186,"H","E","YO",28,93462.79801,-8559.538261,2069.774169,714,821,35528.92969,37235.55859,2845.821044,2865.792968,-1075.453735,-850.278015,1731.60809716599,1299.4788961039,1717.50769230769,1833.42603071948
28,2,"ElPortal1",37.67989,-119.783175,"H","W","YO",29,19097.61283,-37383.61693,843.344055,1434,1494,83690.375,92240.01563,3412.660644,3382.577148,-71.095497,138.318679,2819.48830935252,2814.5497523638,3135.71524966262,2744.62213225371
29,6,"ElPortal2",37.673726,-119.793537,"H","W","YO",30,18186.4915,-38070.88133,586.635559,1490,1556,79792.77344,87940.63281,3512.336914,3470.39746,-37.708454,159.383911,210.732400722022,654.023455119531,546.647111913357,479.078351449275
30,1,"ElPortal3",37.688188,-119.764217,"H","W","YO",31,20765.00811,-36457.17632,1202.030395,1272,1317,87408.75781,96466.98438,3175.4104,3138.134765,-196.81665,19.502685,857.444194419442,561.527051397656,321.777426636569,1218.03692030617
31,2,"F1",37.70369,-119.740075,"M","W","YO",32,22886.30762,-34728.32369,1340.642944,1112,1157,89585.92188,99743.27344,2962.934326,2924.101562,-341.214508,-120.847442,2631.71762589928,1724.23730337079,2445.72694556905,2885.12359550562
32,1,"FD1",37.87649,-119.41609,"M","W","YO",33,51293.0987,-15392.12852,2553.576416,364,403,85467.66406,95546.05469,2158.646484,2152.172607,-1218.135375,-1065.963134,3221.59217625899,1953.43480215827,3205.82014388489,3387.64144144144
33,1,"FM1",37.56624,-119.86851,"M","W","YO",34,11599.41086,-50031.40556,1267.764282,1273,1316,97234.53125,106585.7031,3165.615478,3124.729248,-157.381622,73.699043,3479.26261261261,2297.57207207207,3470.04187303017,3491.99144914491
34,2,"FM2",37.579037,-119.88213,"M","W","YO",35,10396.2695,-48610.4036,1154.251586,1226,1283,96551.9375,105726.7266,3170.468261,3133.410644,-274.519378,-21.988712,2278.200270027,1826.28115159694,2337.55465587045,2049.29792979298
35,1,"FM3",37.54498,-119.83822,"M","W","YO",36,14275.21812,-52390.64124,1122.154663,1315,1309,95427.57031,104133.4375,3251.941162,3204.319824,-136.533828,14.699431,1744.38631247186,548.309674502712,1690.85791366906,1895.93369418133
36,10,"GA1",37.9117,-119.42495,"M","W","YO",37,50491.08489,-11482.77051,2371.779541,349,403,86457.14844,97418.66406,2155.159423,2149.37915,-1279.970581,-1120.037719,3518.75855855856,1516.07149280576,3416.61306306306,3496.15481548155
37,3,"GemLake1",37.75857,-119.1594,"H","E","YO",38,73957.05133,-28331.01197,2773.482421,417,444,85888.35938,73719.72656,2095.282958,2057.943603,-1045.639648,-850.322937,3520.77117117117,1517.69438202247,3415.31486486486,3497.26687668767
38,3,"GlenAulin1",37.91206,-119.42135,"H","W","YO",39,50806.92026,-11440.82799,2386.251464,349,403,86457.14844,97418.66406,2155.159423,2149.37915,-1279.970581,-1120.037719,3292.2465137202,1583.48741007194,3027.02607913669,3481.8298829883
39,1,"GlenAulin2",37.928858,-119.461163,"H","W","YO",40,47300.74262,-9594.077914,1970.915893,594,658,94637.92188,109914.8203,2442.889648,2433.516113,-1030.613037,-838.581298,2985.02921348315,1609.44154676259,2784.02741573034,3235.68738738739
