FID_1,FREQUENCY,AGG,AGGLAT,AGGLONG,ERA,SLOPE,REGION,Rowid,X,Y,SRTMv4,H_BIO_1,C_BIO_1,H_BIO_12,C_BIO_12,H_BIO_5,C_BIO_5,H_BIO_6,C_BIO_6
233,2,SSModernEvolutionValley4,37.1623,-118.691,M,W,SS,234,116079.8308,-94140.96886,3310.082763,-44,10,93885.90625,88836.16406,1462.668212,1462.426025,-1540.627563,-1359.620117
234,2,SSModernEvolutionValley5,37.0991,-118.597,M,W,SS,235,124518.8735,-101046.1319,2703.30371,404,442,55902.3125,57644.24219,2098.570312,2085.509521,-1126.425048,-969.470764
235,2,SSModernEvolutionValley6,37.1027,-118.556,M,W,SS,236,128151.2951,-100591.3795,3452.817871,13,50,96433.77344,107105.3203,1427.791503,1439.161376,-1294.031982,-1166.09729
236,6,SSModernHorseCorralMeadow,36.746714,-118.766445,M,W,SS,237,109990.962,-140420.1122,2281.410156,472,506,83773.3125,97189.02344,2226.397216,2257.682861,-1080.952514,-979.955078
237,3,SSModernHumeLake,36.791984,-118.904039,M,W,SS,238,97664.82265,-135539.583,1586.465087,892,946,82881.53906,94450.78125,2732.150878,2762.713134,-608.465393,-427.126678
238,7,SSModernJackassMeadow,36.09292,-118.226927,M,W,SS,239,159451.0037,-212301.2178,2361.10913,586,664,40738.21484,46352.61328,2311.33374,2396.364746,-818.458435,-684.683105
239,1,SSModernKelsoCreekRoadsalvage,35.63622,-118.24572,M,W,SS,240,158699.9632,-263062.9496,861.411926,1589,1636,31116.56055,32642.92383,3547.89746,3574.032958,-57.348133,-16.534339
240,5,SSModernKingsRiverCanyon,36.791109,-118.600285,M,W,SS,241,124732.7456,-135280.5642,1513.96936,996,1071,89528.52344,100938.8438,2821.147216,2861.868896,-494.701446,-403.18457
241,3,SSModernLittleBrushMeadowOlanchaPeak,36.253244,-118.134183,M,W,SS,242,167439.7128,-194329.6797,2921.601806,325,388,46703,47273.20313,1889.250488,1972.239013,-1021.812377,-931.281921
242,2,SSModernLittleCottonwoodCreek0102,36.475353,-118.120386,M,W,SS,243,168188.3837,-169627.44,2876.071289,355,425,37290.86719,39474.01953,1918.918334,1998.828613,-1026.648559,-903.624145
243,1,SSModernLittleCottonwoodCreek03upcreekmeadow,36.479157,-118.128614,M,W,SS,244,167443.8967,-169219.3328,2996.871582,267,338,39452.39063,41492.08594,1824.891967,1905.013183,-1119.529907,-996.875488
244,1,SSModernLittleCottonwoodCreekcamp,36.45175,-118.17046,M,W,SS,245,163758.9574,-172337.6792,3071.753906,253,318,44166.60547,43475.47656,1842.070312,1922.470092,-1198.555908,-1075.176635
245,2,SSModernMillCreek,35.535328,-118.61732,M,W,SS,246,125249.7592,-274824.9581,741.362426,1682,1697,39224.24609,42424.83203,3646.935546,3645.92456,119.994926,127.458198
246,3,SSModernMinkler010203,36.750489,-119.440385,M,W,SS,247,49897.80052,-140568.8306,133.22293,1717,1787,31421.41406,34961.1875,3856.254394,3763.78833,183.00418,319.28601
247,1,SSModernMinkler04JesseMorrowMt,36.712887,-119.416629,M,W,SS,248,52041.63409,-144735.2509,134.738555,1710,1777,35249.57422,39160.50781,3829.277832,3735.127441,189.772201,294.117706
248,1,SSModernMooseLake,36.603901,-118.641,M,W,SS,249,121403.0374,-156138.1547,3268.674804,189,217,126916.7813,144539.6094,1620.989624,1658.500488,-1192.814697,-1111.913208
249,1,SSModernOlanchaCreek,36.27383,-118.02917,M,E,SS,250,176814.7172,-191851.9103,1220.9104,1474,1544,16225.2998,16941.6875,3502.062255,3589.343994,-269.053924,-214.993957
250,2,SSModernOnionValley,36.77509,-118.334185,M,W,SS,251,148474.5246,-136677.3881,2754.865234,360,437,59959.46094,66457.1875,2049.855468,2164.07666,-1153.149047,-1001.769958
251,2,SSModernOnyx0103CanebrakeER,35.728478,-118.171663,M,E,SS,252,165200.998,-252689.628,864.857116,1634,1691,28934.52344,30362.70898,3678.806152,3736.395996,-80.963943,-26.112857
252,2,SSModernOnyx0204ScodieCanyon,35.67941,-118.214406,M,E,SS,253,161442.0599,-258213.1532,895.828613,1578,1617,32181.76367,33775.4375,3505.464599,3535.22998,-35.749813,3.576188
253,3,SSModernRockyBasinLakes,36.444488,-118.318132,M,W,SS,254,150556.9476,-173389.3715,3292.232421,121,170,58431.90234,58222.81641,1744.16333,1798.970703,-1313.842773,-1198.068359
254,8,SSModernSirrettaMeadows,35.944708,-118.327436,M,W,SS,255,150703.843,-228930.6228,2755.8479,521,572,67736.60938,76812.67188,2051.300537,2098.160156,-743.499206,-668.757568
255,5,SSModernSmithMeadowTroutCreek,35.965359,-118.226692,M,W,SS,256,159737.2182,-226471.6289,1855.632324,962,1008,30620.12109,33120.92969,2889.510009,2962.052001,-599.494506,-556.719604
256,7,SSModernTaylorMeadow,35.830001,-118.295724,M,W,SS,257,153789.9532,-241621.7291,2169.803466,814,850,69148.78906,78127.75781,2533.720947,2586.071533,-433.642456,-392.108795
257,2,SSModernWalkerPass01FreemanCanyoneastside,35.65561,-118.013813,M,E,SS,258,179631.1395,-260495.6578,1506.406127,1422,1516,25895.05469,27108.45117,3395.660888,3430.004882,-1.499393,123.392677
258,1,SSModernWalkerPass02eastside,35.663848,-118.026011,M,E,SS,259,178509.0647,-259603.7765,1624.62268,1372,1447,26294.21875,27656.75586,3360.282714,3393.189697,-23.067138,79.420387
259,2,SSModernWalkerPass03westside,35.666378,-118.040982,M,E,SS,260,177149.6231,-259350.8709,1511.959716,1396,1486,26008.10938,27277.90234,3389.108398,3424.230224,-16.560758,92.202621
260,1,SSModernWalkerPass04westside,35.725013,-118.075586,M,E,SS,261,173888.7101,-252902.667,1226.395507,1502,1547,31422.94531,33227.32813,3530.671142,3571.281005,-14.175424,22.875314
261,7,SSModernWeldon01050709FRRFayCreeknorth,35.716316,-118.305222,M,W,SS,262,153158.7268,-254264.7074,1041.318847,1469,1513,37195.20703,38396.40625,3400.718017,3441.51416,-14.5167,-0.739558
262,4,SSModernWeldon02030608south,35.678534,-118.295301,M,W,SS,263,154130.6564,-258445.0785,809.834655,1632,1692,27952.30273,28087.35156,3655.131591,3687.369384,-67.167213,-24.872812
263,7,SSModernWhitneyMeadow,36.431487,-118.274824,M,W,SS,264,154459.6175,-174764.3029,2956.859619,157,243,50025.86719,48526.01172,1999.484497,2060.280761,-1447.557983,-1311.733276
0,2,AspenValley1,37.827725,-119.771211,H,W,YO,1,20111.65974,-20946.86892,1877.717895,825,872,105295.2422,118258.5859,2545.194335,2508.554443,-637.016296,-456.249237
1,1,AV1,37.82534,-119.77221,M,W,YO,2,20024.48494,-21212.21261,1871.608154,825,872,105295.2422,118258.5859,2545.194335,2508.554443,-637.016296,-456.249237
2,1,BC1,37.90028,-119.12977,M,E,YO,3,76419.22772,-12554.70008,2199.141113,662,766,44572.57031,45573.78125,2701.408203,2718.365478,-1032.164794,-827.06903
3,2,Ca1,37.72315,-119.712003,M,W,YO,4,25351.33693,-32557.89204,1044.115356,1188,1246,88373.69531,98367.64063,3076.51831,3025.791503,-311.78598,-87.101142
4,2,Cascade1,37.725765,-119.710935,H,W,YO,5,25444.4583,-32266.90682,1101.10083,1188,1246,88373.69531,98367.64063,3076.51831,3025.791503,-311.78598,-87.101142
5,3,CascadeCreek1,37.738698,-119.702903,H,W,YO,6,26146.9225,-30827.01117,1817.400512,917,998,94776.00781,106845.1484,2610.909423,2576.416992,-472.654724,-250.170059
6,1,CF1,37.75331,-119.8089,M,W,YO,7,16815.47997,-29226.66484,1955.519165,910,983,94595.10156,107195.7969,2407.164062,2380.87622,-326.280029,-134.13533
7,8,CF2,37.752878,-119.797693,M,W,YO,8,17801.65334,-29272.64284,1879.041259,905,978,94124.69531,107080.9688,2396.705566,2369.453857,-342.316162,-144.670043
8,8,CF3,37.75775,-119.7699,M,W,YO,9,20245.77597,-28725.46365,2096.169189,796,865,94345.92188,108226.4922,2342.508789,2310.65332,-511.919982,-312.848968
9,3,Ch1,37.685987,-119.724393,M,W,YO,10,24272.7514,-36692.39383,1095.878662,1305,1351,89972.71875,99329.64063,3212.302001,3176.473144,-190.678009,43.678108
10,5,Chinquapin1,37.652364,-119.702601,H,W,YO,11,26203.60567,-40424.3167,1844.728759,954,1003,101955.6094,114312.7422,2596.1333,2549.814208,-393.493682,-203.18666
11,2,Coulterville1,37.710817,-120.214514,H,W,YO,12,-18884.03749,-33946.04832,472.378631,1525,1561,63511.00391,70026.01563,3505.365234,3488.026123,99.85366,186.296844
12,2,Coulterville2,37.73845,-120.14187,H,W,YO,13,-12484.08773,-30886.20681,975.230102,1242,1292,93764.67969,99905.72656,3342.116699,3357.48291,-272.218994,-134.232437
13,1,Coulterville3,37.753536,-120.1058,H,W,YO,14,-9307.890755,-29213.29407,903.797424,1184,1273,92862.47656,98278.75781,3196.911865,3229.002685,-301.83197,-109.171661
14,3,CPV1,37.640553,-120.21173,M,W,YO,15,-18656.38633,-41757.56375,724.221191,1551,1600,64512.875,71439.51563,3515.935302,3488.63623,99.215675,247.492614
15,1,CPV2,37.65594,-120.22132,M,W,YO,16,-19497.45676,-40045.12668,545.45819,1572,1620,56888.89453,63488.83594,3576.122314,3550.753906,140.722,236.591186
16,1,CPV3,37.614215,-120.18232,M,W,YO,17,-16070.4291,-44690.83048,855.190429,1506,1539,68845.59375,76172.98438,3482.460937,3469.10791,45.898426,188.105468
17,4,CPV4,37.723813,-120.263753,M,W,YO,18,-23214.86169,-32490.40068,552.27478,1474,1514,69239.03906,76191.6875,3437.718505,3409.812011,25.947673,125.629547
18,1,CPV5,37.73883,-120.24826,M,W,YO,19,-21846.7732,-30824.70043,691.36383,1431,1476,73569.0625,80410.53125,3416.85083,3403.301269,-33.192054,105.703544
19,1,CPV6,37.70881,-120.22121,M,W,YO,20,-19474.05269,-34167.80419,420.264678,1539,1574,62391.44922,68982.42969,3520.224121,3501.098144,120.889427,191.227981
20,1,CPV7,37.68405,-120.12141,M,W,YO,21,-10691.25799,-36936.15693,898.58551,1358,1423,82785.42969,89630.6875,3334.283691,3342.821289,-86.521667,103.633239
21,1,CPV8,37.71951,-120.17941,M,W,YO,22,-15791.76234,-32986.10002,569.235534,1467,1518,71066.35156,77529.89063,3470.22583,3461.554443,35.960357,150.412948
22,2,CPV9,37.73636,-120.166455,M,W,YO,23,-14648.08748,-31115.02663,893.96466,1261,1314,88351.99219,94611.4375,3357.386962,3367.619873,-238.933197,-97.706687
23,1,CraneFlat1,37.755589,-119.79805,H,W,YO,24,17769.59983,-28971.33765,1888.713012,905,978,94124.69531,107080.9688,2396.705566,2369.453857,-342.316162,-144.670043
24,1,DD1,37.90828,-119.3475,M,W,YO,25,57293.78672,-11818.92875,2960.948974,269,308,90332.74219,97864.17188,2074.735351,2073.061035,-1277.165405,-1129.5802
25,1,DeM1,37.89922,-119.3477,M,W,YO,26,57283.15555,-12826.19792,2865.740722,280,325,85210.375,91634.44531,2118.871826,2116.027587,-1299.520996,-1144.626831
26,3,DL1,38.172967,-119.594753,M,W,YO,27,35458.17795,17483.98356,2863.664062,204,262,142809.6406,167365.6094,1914.298706,1900.536987,-1223.787109,-1067.868286
27,2,DryCreek1,37.934652,-118.935186,H,E,YO,28,93462.79801,-8559.538261,2069.774169,714,821,35528.92969,37235.55859,2845.821044,2865.792968,-1075.453735,-850.278015
28,2,ElPortal1,37.67989,-119.783175,H,W,YO,29,19097.61283,-37383.61693,843.344055,1434,1494,83690.375,92240.01563,3412.660644,3382.577148,-71.095497,138.318679
29,6,ElPortal2,37.673726,-119.793537,H,W,YO,30,18186.4915,-38070.88133,586.635559,1490,1556,79792.77344,87940.63281,3512.336914,3470.39746,-37.708454,159.383911
30,1,ElPortal3,37.688188,-119.764217,H,W,YO,31,20765.00811,-36457.17632,1202.030395,1272,1317,87408.75781,96466.98438,3175.4104,3138.134765,-196.81665,19.502685
31,2,F1,37.70369,-119.740075,M,W,YO,32,22886.30762,-34728.32369,1340.642944,1112,1157,89585.92188,99743.27344,2962.934326,2924.101562,-341.214508,-120.847442
32,1,FD1,37.87649,-119.41609,M,W,YO,33,51293.0987,-15392.12852,2553.576416,364,403,85467.66406,95546.05469,2158.646484,2152.172607,-1218.135375,-1065.963134
33,1,FM1,37.56624,-119.86851,M,W,YO,34,11599.41086,-50031.40556,1267.764282,1273,1316,97234.53125,106585.7031,3165.615478,3124.729248,-157.381622,73.699043
34,2,FM2,37.579037,-119.88213,M,W,YO,35,10396.2695,-48610.4036,1154.251586,1226,1283,96551.9375,105726.7266,3170.468261,3133.410644,-274.519378,-21.988712
35,1,FM3,37.54498,-119.83822,M,W,YO,36,14275.21812,-52390.64124,1122.154663,1315,1309,95427.57031,104133.4375,3251.941162,3204.319824,-136.533828,14.699431
36,10,GA1,37.9117,-119.42495,M,W,YO,37,50491.08489,-11482.77051,2371.779541,349,403,86457.14844,97418.66406,2155.159423,2149.37915,-1279.970581,-1120.037719
37,3,GemLake1,37.75857,-119.1594,H,E,YO,38,73957.05133,-28331.01197,2773.482421,417,444,85888.35938,73719.72656,2095.282958,2057.943603,-1045.639648,-850.322937
38,3,GlenAulin1,37.91206,-119.42135,H,W,YO,39,50806.92026,-11440.82799,2386.251464,349,403,86457.14844,97418.66406,2155.159423,2149.37915,-1279.970581,-1120.037719
39,1,GlenAulin2,37.928858,-119.461163,H,W,YO,40,47300.74262,-9594.077914,1970.915893,594,658,94637.92188,109914.8203,2442.889648,2433.516113,-1030.613037,-838.581298
40,1,GM1,38.16254,-119.60461,M,W,YO,41,34600.57971,16321.22991,2744.548828,200,265,139319.2656,162147.7969,1858.423095,1847.792114,-1271.871459,-1097.361694
41,2,HappyIsles1,37.7316,-119.561,H,W,YO,42,38638.5657,-31567.5837,1229.779174,1115,1195,86798.86719,97426.11719,3147.343017,3107.548095,-486.125793,-273.356201
42,2,HG1,37.76525,-119.86233,M,W,YO,43,12112.40132,-27907.48735,1683.599853,1034,1120,106599.0938,118400.2578,2605.692382,2576.558593,-212.4505,4.051954
43,1,HM1,37.79611,-119.86781,M,W,YO,44,11625.52506,-24477.57045,1423.928588,1032,1075,101904.8594,113132.0156,2870.281494,2845.236816,-399.851837,-205.642257
44,2,IC1,37.77716,-119.566745,M,W,YO,45,38109.79311,-26505.20927,2223.218017,660,731,109548.4922,127374.1953,2348.141113,2312.527099,-812.98529,-594.428161
45,1,IndianCanyon1,37.77432,-119.56902,H,W,YO,46,37911.12301,-26821.83163,2195.465087,660,731,109548.4922,127374.1953,2348.141113,2312.527099,-812.98529,-594.428161
46,1,JR1,37.88358,-119.3634,M,W,YO,47,55916.14806,-14574.18092,2684.932128,227,290,74012.39063,78900.59375,2129.394042,2123.187011,-1426.384765,-1250.053588
47,7,KM1,38.122007,-119.48195,M,W,YO,48,45358.73357,11867.12551,2867.497558,195,243,123721.9766,146102.2188,1891.305908,1892.889648,-1324.286376,-1173.828247
48,3,LaGrange1,37.6661,-120.469857,H,W,YO,49,-41388.16829,-38835.8786,52.148532,1587,1676,32244.25977,37442.61719,3523.817871,3484.580078,189.601638,317.582977
121,6,LC1,37.779085,-119.26102,M,W,YO,122,64998.94942,-26124.97422,2934.682617,193,246,93201.42188,81970.78125,2046.084716,2028.053344,-1422.824462,-1253.752441
122,12,LC2,37.769127,-119.256857,M,W,YO,123,65373.78031,-27229.07657,3093.500488,171,220,99723.08594,88826.21094,1875.116699,1856.120605,-1333.877197,-1153.829223
123,10,LC3,37.761643,-119.25687,M,W,YO,124,65379.1579,-28061.03165,3207.703857,89,169,102022.9219,91712.85938,1805.131958,1786.935913,-1432.979736,-1184.516479
124,1,LG1,37.6248,-120.56688,M,W,YO,125,-49962.19873,-43380.22409,75.954933,1582,1687,33612.93359,38703.55078,3537.222656,3497.055175,184.851943,330.962738
125,2,LG2,37.621805,-120.525885,M,W,YO,126,-46350.89128,-43733.98334,62.527622,1583,1684,33691.94531,38715.125,3541.737548,3499.999023,183.676223,326.012573
126,7,LG3,37.667473,-120.467947,M,W,YO,127,-41219.16607,-38684.08142,61.717998,1587,1676,32244.25977,37442.61719,3523.817871,3484.580078,189.601638,317.582977
127,1,LM1,37.8827,-119.34655,M,W,YO,128,57396.79929,-14661.93632,2814.569824,229,292,75305.5,79880.82813,2146.518798,2142.17871,-1433.594726,-1256.304687
128,10,LyellCanyon1,37.773896,-119.260877,H,W,YO,129,65016.02392,-26701.70292,2989.059326,201,247,95869.15625,84681.45313,1950.229003,1931.251586,-1343.833984,-1158.009399
129,4,LyellCanyon2,37.764088,-119.25208,H,W,YO,130,65798.41279,-27785.92377,3282.375732,88,179,99849.28125,87861.55469,1774.356201,1761.84729,-1389.645996,-1167.071655
130,3,MD1,37.75542,-120.08468,M,W,YO,131,-7449.419691,-29005.7228,867.86444,1164,1276,90329.5625,95565.10156,3184.138916,3224.642578,-321.815032,-91.393218
131,1,MD2,37.74401,-120.03202,M,W,YO,132,-2816.571086,-30276.98554,725.809326,1293,1384,85288.17969,91110.00781,3260.775634,3290.715576,-181.796356,29.659833
132,4,MercedGrove1,37.748726,-119.83866,H,W,YO,133,14197.8514,-29741.11915,1625.980346,1047,1129,97710.69531,108779.2422,2548.93164,2523.328857,-157.574707,37.955879
133,3,MercedLake1,37.728064,-119.391793,H,W,YO,134,53533.22278,-31878.41357,2221.834472,480,529,93077.90625,107857,2393.279785,2376.382812,-1141.077636,-961.436523
134,1,MF1,37.84097,-119.49964,M,W,YO,135,43974.79171,-19382.68985,2938.074462,225,298,133588.3438,160941.2813,1885.226196,1846.341552,-1300.918212,-1109.767333
135,3,MG1,37.748264,-119.839376,M,W,YO,136,14134.9358,-29792.58504,1643.930175,1047,1129,97710.69531,108779.2422,2548.93164,2523.328857,-157.574707,37.955879
136,1,MG2,37.76208,-119.84264,M,W,YO,137,13845.17726,-28257.19008,1811.206909,978,1061,100465.4766,112088.2422,2488.095947,2464.378173,-239.033691,-33.528793
137,4,ML1,37.729643,-119.392858,M,W,YO,138,53438.36268,-31703.486,2220.732177,480,529,93077.90625,107857,2393.279785,2376.382812,-1141.077636,-961.436523
138,8,ML2,37.739707,-119.40517,M,W,YO,139,52347.72463,-30591.5967,2221.366455,481,541,98144.79688,114109.2344,2381.375488,2357.82788,-1136.947143,-904.762329
139,1,MMe1,37.69924,-119.58647,M,W,YO,140,36412.59576,-35174.97557,2372.22705,614,675,108142.7109,123511.8438,2300.973144,2265.903076,-866.290161,-661.98352
140,3,MMe2,37.666717,-119.594443,M,W,YO,141,35726.04032,-38793.43611,2197.631347,701,791,93877.30469,108049.6641,2397.054687,2368.425537,-759.744506,-486.771453
141,5,MMe3,37.667798,-119.623188,M,W,YO,142,33193.47243,-38683.71412,2122.725097,713,787,92628.36719,106895.3984,2432.26123,2403.290039,-738.320373,-493.126678
142,1,MMi1,37.88811,-118.96021,M,E,YO,143,91323.20439,-13757.53547,2239.271972,619,701,38199.94141,39898.10938,2688.100341,2699.957275,-1031.619995,-883.160827
143,4,MoMe1,37.666373,-119.672113,M,W,YO,144,28884.36879,-38858.14177,2237.446044,732,784,98006.80469,112573.8906,2383.751464,2352.978759,-657.117675,-457.39685
144,1,MonoCraters2,37.90167,-118.9914,H,E,YO,145,88567.93586,-12279.79,2167.438476,658,752,38673.89453,40395.68359,2733.632324,2748.060058,-1041.456054,-862.25592
145,2,MonoMeadow1,37.663396,-119.592267,H,W,YO,146,35919.30745,-39161.79337,2215.834228,701,791,93877.30469,108049.6641,2397.054687,2368.425537,-759.744506,-486.771453
146,2,MonoMills1,37.887635,-118.959868,H,E,YO,147,91353.81946,-13810.0071,2241.196044,619,701,38199.94141,39898.10938,2688.100341,2699.957275,-1031.619995,-883.160827
147,1,MonoPO1,37.990578,-119.141074,H,E,YO,148,75335.66862,-2526.022269,1952.498046,738,845,39158.34375,40652.29297,2869.86499,2899.581298,-988.755249,-761.694946
148,1,MtBullion1,37.50822,-120.043898,H,W,YO,149,-3873.948296,-56488.34299,660.984069,1485,1533,76405.75781,83499.46875,3480.84375,3428.644042,7.200879,135.308532
149,2,MtHoffman1,37.84461,-119.50018,H,W,YO,150,43925.2015,-18978.29828,3025.731445,225,298,133588.3438,160941.2813,1885.226196,1846.341552,-1300.918212,-1109.767333
150,3,PF1,37.808943,-119.568627,M,W,YO,151,37928.17946,-22972.78621,2480.396484,555,620,116056.0078,135826.7031,2263.177978,2217.767089,-969.369201,-771.700317
151,3,PleasantValley1,37.65638,-120.29042,H,W,YO,152,-25585.09218,-39979.7843,250.635009,1698,1739,48394.79297,54785.79297,3724.984619,3681.946289,247.009429,310.082
152,6,PleasantValley2,37.64441,-120.30118,H,W,YO,153,-26537.28026,-41307.47766,334.679077,1702,1730,49659.67578,56169.66797,3693.816894,3650.104736,316.530456,319.29309
153,2,PorcupineFlat1,37.80526,-119.55632,H,W,YO,154,39012.14014,-23377.21565,2464.142089,567,631,113944.0625,133645.6094,2270.80371,2225.793457,-964.301574,-766.473693
154,5,RC1,38.06129,-119.33899,M,W,YO,155,57922.40219,5195.447959,3014.393798,151,265,96141.92188,95239.21875,1841.56665,1867.126586,-1258.051147,-1024.005126
155,1,S1,37.51121,-120.38391,M,W,YO,156,-33886.93904,-56088.24732,90.325126,1601,1690,33978.71875,38819.82031,3566.372558,3509.338623,186.526977,316.408203
156,1,S2,37.53619,-120.48598,M,W,YO,157,-42882.4422,-53270.05389,88.903007,1587,1685,32928.5,37749.16797,3544.325195,3496.193847,182.916198,320.347259
157,4,S3,37.529065,-120.35093,M,W,YO,158,-30968.43294,-54114.69588,114.9561,1625,1709,36669.75781,41788.78125,3606.707763,3550.83789,197.265319,324.729949
158,5,S4,37.54692,-120.35495,M,W,YO,159,-31315.76529,-52128.53853,123.809982,1621,1704,36596.73047,41756.04688,3598.893798,3545.186279,194.603561,320.470825
159,1,SalmonRanch1,37.96326,-118.9236,H,E,YO,160,94443.58365,-5367.999071,2000.827392,714,820,33642.625,35603.02344,2886.442871,2911.365722,-1094.011596,-872.907104
160,1,SilverLake1,37.79923,-119.1213,H,E,YO,161,77267.1004,-23780.77197,2223.635742,553,632,55255.6875,52439.88672,2553.45288,2534.853759,-1147.204223,-966.735656
161,2,SM1,37.673565,-119.654315,M,W,YO,162,30449.25495,-38053.07044,2246.844238,687,741,96146.07813,110818.1719,2330.748291,2300.952148,-726.109558,-517.743774
162,2,SN1,37.822,-119.504705,M,W,YO,163,43540.68002,-21493.83426,2586.786132,475,545,118366.0469,139194.1094,2126.040527,2075.841308,-1049.433593,-844.005859
163,8,Snelling1,37.526869,-120.437436,H,W,YO,164,-38603.66274,-54327.07136,76.903007,1593,1688,33117.97656,37896.43359,3546.760498,3494.455566,193.662948,328.651672
264,4,Sweetwater1,37.588966,-119.881282,H,W,YO,265,10469.67374,-47506.54922,1067.792114,1291,1316,95871.61719,104917.3047,3236.791503,3203.908447,-194.926803,-3.674052
265,1,TC1,37.81096,-119.71286,M,W,YO,266,25246.33739,-22796.61703,2142.998779,721,815,111413.1875,127917.2891,2435.171386,2398.457763,-770.468994,-512.280151
266,3,TenLakes1,37.903892,-119.525521,H,W,YO,267,41665.27758,-12399.62651,2727.016845,339,414,120285.1719,142732.0938,2047.015625,2020.185302,-1182.17749,-994.265197
267,1,TF1,37.75456,-119.74298,M,W,YO,268,22615.20592,-29073.99941,2015.03247,846,921,94488.83594,108349.0078,2436.940917,2403.688476,-498.995208,-285.603271
268,2,TL1,37.90404,-119.533565,M,W,YO,269,40958.85623,-12386.67906,2864.884033,301,375,119223.1094,140907.0313,2012.623046,1989.346801,-1221.454956,-1037.166992
269,1,TP1,37.90811,-119.26396,M,W,YO,270,64629.01075,-11784.1115,3148.209228,189,281,89233.3125,74912.71094,1875.687377,1885.910034,-1266.052001,-1026.192016
270,3,TuolumneMeadows1,37.87941,-119.39498,H,W,YO,271,53145.35244,-15055.90057,2631.701904,303,358,80079.50781,88010.47656,2148.794921,2144.056884,-1309.754394,-1124.735229
271,1,TuolumneMeadows2,37.8785,-119.3665,H,W,YO,272,55647.64068,-15140.72011,2621.752441,255,317,73277.67188,78695.5625,2151.55664,2146.068359,-1400.133789,-1240.614013
272,6,V1,37.792494,-119.348524,M,W,YO,273,57292.32273,-24690.81273,3053.6875,198,278,98716.78906,114114.9766,1968.274291,1952.759521,-1330.852172,-1106.196411
273,7,V2,37.79766,-119.335133,M,W,YO,274,58465.88894,-24108.36395,3179.400634,154,243,106109.5469,120796.7656,1927.890502,1912.882812,-1354.335693,-1117.433837
274,3,Vogelsang1,37.790895,-119.34256,H,W,YO,275,57818.02476,-24864.94371,3246.115966,190,280,102964.3359,117821.4219,1903.452392,1887.956054,-1321.180419,-1086.425048
275,2,WalkerLake1,37.87338,-119.171,H,E,YO,276,72824.91184,-15577.42119,2437.754638,401,471,62556.49609,59183.09766,2315.776123,2325.455078,-1203.503295,-1020.30017
276,1,WarrenFork1,37.95505,-119.2283,H,E,YO,277,67717.59075,-6541.214569,2772.909912,268,367,68433.84375,60107.72656,1964.956542,1986.936767,-1182.499267,-953.48291
277,2,WB1,37.90766,-119.12214,M,E,YO,278,77081.63067,-11728.14652,2156.929931,651,751,45223.93359,46187.77734,2681.116943,2700.642822,-1028.372436,-811.719665
278,2,WC1,37.89667,-119.13013,M,E,YO,279,76391.29769,-12956.28585,2227.444091,662,766,44572.57031,45573.78125,2701.408203,2718.365478,-1032.164794,-827.06903
279,2,WF1,37.954035,-119.22714,M,W,YO,280,67820.29798,-6653.215984,2772.148681,298,387,64419.36328,56942.23828,2040.688598,2061.716796,-1162.15747,-942.54663
280,3,WF2,37.95899,-119.26701,M,W,YO,281,64317.48214,-6130.185553,3040.255371,171,283,89125.5,74277.96094,1834.121826,1852.644409,-1213.051879,-968.284057
281,6,WilliamsButte1,37.90891,-119.1053,H,E,YO,282,78558.91215,-11575.37157,2090.315673,716,834,39594.86328,41195.67188,2769.51831,2791.39331,-1035.835083,-796.212707
282,2,WL1,37.873067,-119.16297,M,W,YO,283,73530.59883,-15606.01722,2445.318847,429,501,59515.98828,56778.84375,2379.479003,2385.887695,-1189.151245,-1005.923828
283,4,WW1,37.85844,-119.651202,M,W,YO,284,30647.83771,-17500.2679,2444.234619,580,649,121466.1797,139132.7813,2409.559326,2369.260986,-991.246215,-795.9151
284,4,WW2,37.849072,-119.622823,M,W,YO,285,33145.45418,-18532.12452,2531.191162,551,619,117957.6172,136599.6094,2347.263183,2312.727294,-1013.781372,-819.971984
285,1,WW3,37.83879,-119.59254,M,W,YO,286,35811.46111,-19664.12025,2382.757812,618,705,111321.8438,129211.0469,2393.820556,2359.798828,-935.276367,-700.598022
286,2,YC1,37.850383,-119.576373,M,W,YO,287,37226.55828,-18369.14753,2278.606689,638,740,110611.8984,129461.6953,2395.388916,2363.631347,-921.145812,-661.555541
287,10,YosemiteValley1,37.749845,-119.590549,H,W,YO,288,36029.14512,-29551.00483,1222.915405,999,1080,88619.78125,99678.85938,2921.308349,2884.434814,-533.912414,-298.38208
288,9,YosemiteValley2,37.737319,-119.602468,H,W,YO,289,34986.22495,-30947.92913,1206.646972,1143,1224,86241.40625,96618.11719,3177.998046,3143.524658,-458.309448,-220.364334
289,1,YosemiteValley3,37.739314,-119.572044,H,W,YO,290,37662.69277,-30714.49762,1212.533081,1134,1212,85211.57031,95560.78906,3160.210693,3120.664062,-470.472412,-214.3945
290,3,YosemiteValley4,37.7458,-119.6054,H,W,YO,291,34724.26958,-30006.21121,1411.985351,1046,1123,87626.3125,98428.46094,2964.531494,2926.884521,-477.68161,-247.946746
291,1,YoungLakes1,37.9378,-119.340629,H,W,YO,292,57874.26106,-8533.18778,3046.679443,191,258,99802.53125,105204.2344,1967.750488,1970.963745,-1331.948486,-1144.927246
