FID_1,FREQUENCY,AGG,AGGLAT,AGGLONG,ERA,SLOPE,REGION,Rowid,X,Y,SRTMv4,H_BIO_1,C_BIO_1,H_BIO_12,C_BIO_12,H_BIO_5,C_BIO_5,H_BIO_6,C_BIO_6,nr_elv_b1,nr_elv_b12,nr_elv_b5,nr_elv_b6
117,2,LAModernUpperKingsCreekMdw,40.46521,-121.4764,M,W,LA,118,-125205.0975,273102.7513,2275.902832,511,475,248862.9844,282762.2813,2265.964355,2222.392822,-733.904296,-737.427062,1501.918946,1660.279919,2574.110553,1820.64277
118,5,LAModernVasquezRanch,40.436528,-121.875444,M,W,LA,119,-159105.1118,270516.4655,597.303955,1509,1543,74472.65625,89955.03906,3512.508056,3493.597412,86.331016,230.28038,1657.884381,1572.112462,2298.019194,1800.47763
119,2,LAModernWillowLake,40.40586,-121.362885,M,W,LA,120,-115673.8805,266368.4492,1657.133178,675,669,117361.6641,134313,2656.259521,2600.672363,-741.825134,-610.345397,3168.163452,1566.074112,1827.611502,1852.341256
120,2,LAModernWilsonLake,40.344115,-121.439425,M,W,LA,121,-122273.8387,259608.1035,1663.544311,720,709,102611.6797,118677.9375,2768.540527,2712.893066,-739.950012,-617.433044,1369.949393,1558.106383,2619.695764,1997.580908
121,6,LC1,37.779085,-119.26102,M,W,YO,122,64998.94942,-26124.97422,2934.682617,193,246,93201.42188,81970.78125,2046.084716,2028.053344,-1422.824462,-1253.752441,1441.043522,1582.929078,2618.268107,1893.84801
122,12,LC2,37.769127,-119.256857,M,W,YO,123,65373.78031,-27229.07657,3093.500488,171,220,99723.08594,88826.21094,1875.116699,1856.120605,-1333.877197,-1153.829223,1485.345491,1632.052738,2607.970626,1874.663835
123,10,LC3,37.761643,-119.25687,M,W,YO,124,65379.1579,-28061.03165,3207.703857,89,169,102022.9219,91712.85938,1805.131958,1786.935913,-1432.979736,-1184.516479,1473.261398,1647.964503,2630.914402,1802.517533
124,1,LG1,37.6248,-120.56688,M,W,YO,125,-49962.19873,-43380.22409,75.954933,1582,1687,33612.93359,38703.55078,3537.222656,3497.055175,184.851943,330.962738,1501.918946,1660.279919,2574.110553,1820.64277
125,2,LG2,37.621805,-120.525885,M,W,YO,126,-46350.89128,-43733.98334,62.527622,1583,1684,33691.94531,38715.125,3541.737548,3499.999023,183.676223,326.012573,1533.14691,1597.817629,2568.531566,1762.028951
126,7,LG3,37.667473,-120.467947,M,W,YO,127,-41219.16607,-38684.08142,61.717998,1587,1676,32244.25977,37442.61719,3523.817871,3484.580078,189.601638,317.582977,1557.455927,1517.862209,2493.8625,1842.331311
127,1,LM1,37.8827,-119.34655,M,W,YO,128,57396.79929,-14661.93632,2814.569824,229,292,75305.5,79880.82813,2146.518798,2142.17871,-1433.594726,-1256.304687,1668.944219,1567.762918,2460.123318,1691.566351
128,10,LyellCanyon1,37.773896,-119.260877,H,W,YO,129,65016.02392,-26701.70292,2989.059326,201,247,95869.15625,84681.45313,1950.229003,1931.251586,-1343.833984,-1158.009399,373.2514193,1666.1131,159.1761364,770.5619433
129,4,LyellCanyon2,37.764088,-119.25208,H,W,YO,130,65798.41279,-27785.92377,3282.375732,88,179,99849.28125,87861.55469,1774.356201,1761.84729,-1389.645996,-1167.071655,1872.094507,1800.366965,2019.982968,1705.74026
130,3,MD1,37.75542,-120.08468,M,W,YO,131,-7449.419691,-29005.7228,867.86444,1164,1276,90329.5625,95565.10156,3184.138916,3224.642578,-321.815032,-91.393218,1920.274859,628.5060729,1848.727273,1759.848019
131,1,MD2,37.74401,-120.03202,M,W,YO,132,-2816.571086,-30276.98554,725.809326,1293,1384,85288.17969,91110.00781,3260.775634,3290.715576,-181.796356,29.659833,214.7346278,878.5072816,159.7524351,501.8963563
132,4,MercedGrove1,37.748726,-119.83866,H,W,YO,133,14197.8514,-29741.11915,1625.980346,1047,1129,97710.69531,108779.2422,2548.93164,2523.328857,-157.574707,37.955879,1727.594814,1646.80081,1563.874697,1769.801132
133,3,MercedLake1,37.728064,-119.391793,H,W,YO,134,53533.22278,-31878.41357,2221.834472,480,529,93077.90625,107857,2393.279785,2376.382812,-1141.077636,-961.436523,1701.25,1676.097482,1526.806164,1769.801132
134,1,MF1,37.84097,-119.49964,M,W,YO,135,43974.79171,-19382.68985,2938.074462,225,298,133588.3438,160941.2813,1885.226196,1846.341552,-1300.918212,-1109.767333,1692.460227,1263.226645,1509.246553,1769.801132
135,3,MG1,37.748264,-119.839376,M,W,YO,136,14134.9358,-29792.58504,1643.930175,1047,1129,97710.69531,108779.2422,2548.93164,2523.328857,-157.574707,37.955879,1688.564477,1571.415447,1522.637987,1770.86823
136,1,MG2,37.76208,-119.84264,M,W,YO,137,13845.17726,-28257.19008,1811.206909,978,1061,100465.4766,112088.2422,2488.095947,2464.378173,-239.033691,-33.528793,1824.101777,1704.910121,1575.922393,1770.86823
137,4,ML1,37.729643,-119.392858,M,W,YO,138,53438.36268,-31703.486,2220.732177,480,529,93077.90625,107857,2393.279785,2376.382812,-1141.077636,-961.436523,1873.599354,1556.979741,1821.134304,1747.618932
138,8,ML2,37.739707,-119.40517,M,W,YO,139,52347.72463,-30591.5967,2221.366455,481,541,98144.79688,114109.2344,2381.375488,2357.82788,-1136.947143,-904.762329,1838.991115,1314.808252,1654.441917,1769.801132
139,1,MMe1,37.69924,-119.58647,M,W,YO,140,36412.59576,-35174.97557,2372.22705,614,675,108142.7109,123511.8438,2300.973144,2265.903076,-866.290161,-661.98352,2132.493927,1855.229455,2141.598381,1768.072757
140,3,MMe2,37.666717,-119.594443,M,W,YO,141,35726.04032,-38793.43611,2197.631347,701,791,93877.30469,108049.6641,2397.054687,2368.425537,-759.744506,-486.771453,965.016247,573.2285945,1136.849918,1041.603084
141,5,MMe3,37.667798,-119.623188,M,W,YO,142,33193.47243,-38683.71412,2122.725097,713,787,92628.36719,106895.3984,2432.26123,2403.290039,-738.320373,-493.126678,532.1954582,686.3538961,384.0178427,824.6166937
142,1,MMi1,37.88811,-118.96021,M,E,YO,143,91323.20439,-13757.53547,2239.271972,619,701,38199.94141,39898.10938,2688.100341,2699.957275,-1031.619995,-883.160827,1866.302908,1058.642395,1852.871753,1791.791599
143,4,MoMe1,37.666373,-119.672113,M,W,YO,144,28884.36879,-38858.14177,2237.446044,732,784,98006.80469,112573.8906,2383.751464,2352.978759,-657.117675,-457.39685,1583.73987,1417.819659,1660.013832,1604.356911
144,1,MonoCraters2,37.90167,-118.9914,H,E,YO,145,88567.93586,-12279.79,2167.438476,658,752,38673.89453,40395.68359,2733.632324,2748.060058,-1041.456054,-862.25592,1648.420372,1423.566206,1706.242301,1655.067206
145,2,MonoMeadow1,37.663396,-119.592267,H,W,YO,146,35919.30745,-39161.79337,2215.834228,701,791,93877.30469,108049.6641,2397.054687,2368.425537,-759.744506,-486.771453,1693.759319,1490.87031,1753.673139,1696.952071
146,2,MonoMills1,37.887635,-118.959868,H,E,YO,147,91353.81946,-13810.0071,2241.196044,619,701,38199.94141,39898.10938,2688.100341,2699.957275,-1031.619995,-883.160827,1805.127832,1660.14866,1641.988646,1765.631366
147,1,MonoPO1,37.990578,-119.141074,H,E,YO,148,75335.66862,-2526.022269,1952.498046,738,845,39158.34375,40652.29297,2869.86499,2899.581298,-988.755249,-761.694946,1689.855637,1576.384553,1536.308191,1770.86823
148,1,MtBullion1,37.50822,-120.043898,H,W,YO,149,-3873.948296,-56488.34299,660.984069,1485,1533,76405.75781,83499.46875,3480.84375,3428.644042,7.200879,135.308532,1428.764513,1641.712662,1242.345306,1747.428803
149,2,MtHoffman1,37.84461,-119.50018,H,W,YO,150,43925.2015,-18978.29828,3025.731445,225,298,133588.3438,160941.2813,1885.226196,1846.341552,-1300.918212,-1109.767333,185.6565822,1718.143088,159.4581641,485.7101215
150,3,PF1,37.808943,-119.568627,M,W,YO,151,37928.17946,-22972.78621,2480.396484,555,620,116056.0078,135826.7031,2263.177978,2217.767089,-969.369201,-771.700317,344.821718,810.7526273,192.0384301,660.8210526
151,3,PleasantValley1,37.65638,-120.29042,H,W,YO,152,-25585.09218,-39979.7843,250.635009,1698,1739,48394.79297,54785.79297,3724.984619,3681.946289,247.009429,310.082,192.2614007,1724.508914,159.4581641,526.1928687
152,6,PleasantValley2,37.64441,-120.30118,H,W,YO,153,-26537.28026,-41307.47766,334.679077,1702,1730,49659.67578,56169.66797,3693.816894,3650.104736,316.530456,319.29309,185.6565822,1722.277733,159.4581641,520.4659643
153,2,PorcupineFlat1,37.80526,-119.55632,H,W,YO,154,39012.14014,-23377.21565,2464.142089,567,631,113944.0625,133645.6094,2270.80371,2225.793457,-964.301574,-766.473693,185.6565822,1745.974005,159.4581641,519.9116694
154,5,RC1,38.06129,-119.33899,M,W,YO,155,57922.40219,5195.447959,3014.393798,151,265,96141.92188,95239.21875,1841.56665,1867.126586,-1258.051147,-1024.005126,235.6459175,747.8718573,159.4581641,608.6364372
155,1,S1,37.51121,-120.38391,M,W,YO,156,-33886.93904,-56088.24732,90.325126,1601,1690,33978.71875,38819.82031,3566.372558,3509.338623,186.526977,316.408203,1694.389115,1675.251828,1622.698297,1750.274859
156,1,S2,37.53619,-120.48598,M,W,YO,157,-42882.4422,-53270.05389,88.903007,1587,1685,32928.5,37749.16797,3544.325195,3496.193847,182.916198,320.347259,1867.555735,1549.647922,1519.503247,1770.86823
157,4,S3,37.529065,-120.35093,M,W,YO,158,-30968.43294,-54114.69588,114.9561,1625,1709,36669.75781,41788.78125,3606.707763,3550.83789,197.265319,324.729949,1066.038961,862.6034063,1244.951797,1122.364964
158,5,S4,37.54692,-120.35495,M,W,YO,159,-31315.76529,-52128.53853,123.809982,1621,1704,36596.73047,41756.04688,3598.893798,3545.186279,194.603561,320.470825,1970.149555,1855.229455,2033.120942,1833.291027
159,1,SalmonRanch1,37.96326,-118.9236,H,E,YO,160,94443.58365,-5367.999071,2000.827392,714,820,33642.625,35603.02344,2886.442871,2911.365722,-1094.011596,-872.907104,2103.740081,1855.229455,2136.91417,1840.830372
160,1,SilverLake1,37.79923,-119.1213,H,E,YO,161,77267.1004,-23780.77197,2223.635742,553,632,55255.6875,52439.88672,2553.45288,2534.853759,-1147.204223,-966.735656,1814.389968,1464.683225,1753.210356,1748.900566
161,2,SM1,37.673565,-119.654315,M,W,YO,162,30449.25495,-38053.07044,2246.844238,687,741,96146.07813,110818.1719,2330.748291,2300.952148,-726.109558,-517.743774,1817.610032,1564.092834,1533.205191,1770.86823
162,2,SN1,37.822,-119.504705,M,W,YO,163,43540.68002,-21493.83426,2586.786132,475,545,118366.0469,139194.1094,2126.040527,2075.841308,-1049.433593,-844.005859,1786.503644,1647.073111,1623.369019,1768.072757
163,8,Snelling1,37.526869,-120.437436,H,W,YO,164,-38603.66274,-54327.07136,76.903007,1593,1688,33117.97656,37896.43359,3546.760498,3494.455566,193.662948,328.651672,1550.687753,1462.451954,1701.378947,1627.447154
164,2,SSHistoricAsterLake,36.600145,-118.674825,H,W,SS,165,118387.4234,-156598.3281,2854.565673,401,427,117271.7188,130940.2969,1804.300292,1838.94226,-924.527099,-837.829956,1583.73987,1419.28026,1658.554923,1604.269325
165,3,SSHistoricBakersfield,35.419839,-119.008768,H,W,SS,166,89926.51126,-288095.7182,138.832504,1796,1834,16595.76172,17586.13867,3801.74414,3666.898681,196.259445,317.224639,1872.094507,1800.366965,2019.982968,1705.74026
166,6,SSHistoricBodfish,35.600131,-118.496674,H,W,SS,167,136063.3377,-267461.3162,721.058166,1645,1687,27487.04297,28438.16406,3612.890625,3628.577148,-0.266604,60.853038,1920.274859,628.5060729,1848.727273,1759.848019
167,3,SSHistoricBroderMonacheMeadow,36.16332,-118.18188,H,W,SS,168,163351.5218,-204403.3835,2423.734619,517,567,49014.35156,56520.04688,2322.817626,2404.242919,-1001.249206,-926.58673,190.9861564,1718.189822,159.4581641,485.7101215
168,2,SSHistoricBubbsCreek,36.763891,-118.406272,H,W,SS,169,142070.9825,-138032.3876,3040.200683,196,252,79172.36719,81151.32813,1757.249633,1883.233398,-1251.436645,-1146.079589,1801.15534,1548.733496,1525.39335,1770.86823
169,4,SSHistoricBullfrogLake,36.772973,-118.403983,H,W,SS,170,142258.0196,-137019.6683,3248.513671,53,123,92826.01563,95247.83594,1527.445312,1633.330322,-1343.749633,-1212.180664,213.0938511,907.5964344,159.5710804,470.2906883
170,4,SSHistoricCannellMeadow,35.825082,-118.36717,H,W,SS,171,147352.9408,-242281.5978,2268.452636,757,830,74808.96094,84761.36719,2408.10498,2470.170654,-466.235717,-334.542816,1693.759319,1589.510154,1532.380875,1770.86823
171,9,SSHistoricCarrollCreek,36.5051,-118.10244,H,E,SS,172,169727.8098,-166290.1932,1699.118041,1098,1189,20669.80078,22437.35156,2923.978027,3007.007812,-393.164306,-206.330368,1869.223748,1680.320648,1709.740891,1768.072757
172,2,SSHistoricCirquePeak,36.461735,-118.238346,H,W,SS,173,157662.7364,-171343.2884,3502.545166,21,81,55848.76563,55217.64844,1591.046752,1674.107177,-1367.780761,-1239.286865,1877.799677,1596.585089,1825.280744,1748.0089
173,6,SSHistoricCottonwoodLakes,36.498147,-118.220007,H,W,SS,174,159227.8487,-167266.7299,3382.558837,19,96,52468.45703,54124.92188,1591.882202,1680.528198,-1397.516723,-1255.330566,1693.759319,856.021827,1541.572587,1769.801132
174,10,SSHistoricCrabtreeMeadowWhitneyCreek,36.551234,-118.35854,H,W,SS,175,146734.7266,-161591.3356,3146.682861,160,196,58428.49609,58767.51953,1873.948974,1928.622192,-1321.370849,-1211.306762,1701.25,1203.35987,1536.620438,1768.940986
175,1,SSHistoricDryMeadows,36.214523,-118.25257,H,W,SS,176,156896.1975,-198834.1405,2623.892333,309,366,60218.73047,68649.89063,2047.676025,2107.350585,-1172.465454,-1058.443481,1692.313312,1175.34606,1592.365105,1767.124495
176,2,SSHistoricDunlap,36.717103,-119.132257,H,W,SS,177,77404.59069,-144072.5496,636.060058,1575,1651,64323.5625,71975.38281,3470.309082,3485.226318,106.874198,273.040466,1700.298701,1676.629569,1519.049513,1769.801132
177,2,SSHistoricDusyLake,37.102299,-118.555,H,W,SS,178,128240.7142,-100634.596,3452.819091,13,50,96433.77344,107105.3203,1427.791503,1439.161376,-1294.031982,-1166.09729,2132.493927,1855.229455,2141.598381,1768.072757
178,1,SSHistoricEvolutionLake,37.1686,-118.6933,H,W,SS,179,115866.2342,-93443.5513,3312.861816,-113,-66,93006.98438,88527.22656,1347.798217,1354.240112,-1528.56958,-1359.093505,293.9012146,812.0606306,159.528026,552.1716599
179,4,SSHistoricFlowerHeartLake,36.769543,-118.356112,H,W,SS,180,146531.067,-137327.9368,3175.476074,163,240,73698.09375,82138.48438,1707.569946,1829.754516,-1203.571289,-1050.134399,1714.072993,1604.729773,1563.064673,1770.86823
180,1,SSHistoricHockettTrail1,36.49339,-118.13676,H,E,SS,181,166684.041,-167652.2175,2609.522949,411,484,38297.50781,40839.13281,2007.92871,2087.642089,-999.658996,-863.111145,263.7930477,1624.581907,159.4581641,653.0145749
181,1,SSHistoricHockettTrail2,36.49415,-118.09586,H,E,SS,182,170340.7162,-167495.0765,1999.891235,1082,1169,20946.21289,22751.94141,2906.357421,2988.68164,-394.470458,-214.543106,2021.959547,1855.229455,2091.973279,1841.91357
182,1,SSHistoricHockettTrail3,36.477695,-118.137275,H,E,SS,183,166672.2434,-169397.0405,3036.121093,234,305,42389.32813,43805.27734,1787.34851,1866.405151,-1160.176269,-1034.990722,965.016247,573.2285945,1136.849918,1041.603084
183,1,SSHistoricHockettTrail4,36.49577,-118.1123,H,E,SS,184,168866.6459,-167344.4836,2281.146728,864,943,24499.82031,26585.99609,2633.037597,2718.001464,-570.528991,-413.584533,1852.729402,1051.977346,1846.758117,1791.70517
184,1,SSHistoricHockettTrail5,36.49732,-118.11483,H,E,SS,185,168636.9278,-167176.7618,2137.771972,864,943,24499.82031,26585.99609,2633.037597,2718.001464,-570.528991,-413.584533,1694.389115,1580.543089,1533.901865,1770.86823
185,5,SSHistoricHorseCorralMeadow,36.74744,-118.75404,H,W,SS,186,111095.929,-140324.9638,2312.607421,444,483,81843.67969,94326.22656,2174.498046,2206.454589,-1122.514648,-1009.308837,1688.564477,1580.358537,1534.059205,1770.86823
186,2,SSHistoricHumeLake,36.787727,-118.913013,H,W,SS,187,96870.58801,-136021.9111,1591.895996,884,939,83661.39063,95411.74219,2724.206787,2754.749755,-607.931152,-428.513641,224.0897332,877.1739482,159.4581641,536.1491086
187,4,SSHistoricHumphreysBasin,37.2653,-118.7056,H,W,SS,188,114628.9098,-82710.38753,3460.103759,22,67,96382.6875,92821.60156,1592.409667,1598.894165,-1343.724365,-1200.791015,1434.085784,1663.85134,1249.427288,1749.350324
188,3,SSHistoricJackassMeadow,36.092861,-118.2262,H,W,SS,189,159516.4968,-212306.5494,2364.476562,586,664,40738.21484,46352.61328,2311.33374,2396.364746,-818.458435,-684.683105,1867.233441,779.0656402,1780.421862,1759.079224
189,3,SSHistoricJordanHotSprings,36.229654,-118.30169,H,W,SS,190,152456.2621,-197233.1821,1984.489868,727,804,54138.6875,61985.625,2525.817382,2584.212646,-728.04364,-663.134765,398.6796431,1668.663141,155.5239254,781.6218623
190,1,SSHistoricKearsargePass,36.7725,-118.3761,H,E,SS,191,144743.9589,-137030.0298,3575.227539,-40,34,96073.38281,101209.4063,1373.733032,1484.880004,-1391.881958,-1261.535766,185.6565822,1725.317924,159.4581641,521.6247974
191,2,SSHistoricKiavahMountainScodieMountains,35.682227,-118.085094,H,E,SS,192,173125.6901,-257672.1191,2006.22998,1196,1226,28901.58789,30313.73242,3091.717529,3119.402832,41.437194,67.33393,232.3605497,1600.992659,159.4581641,591.2633712
192,3,SSHistoricKingsRiverCanyon,36.7938,-118.581,H,W,SS,193,126446.6695,-134955.9543,1532.922363,1024,1102,84300.97656,95607.01563,2849.366455,2891.563476,-462.255432,-394.630828,1845.965267,1658.963592,1629.145985,1770.86823
193,4,SSHistoricLittleBrushMeadowOlanchaPeak,36.2541,-118.13,H,W,SS,194,167813.1709,-194227.1813,3005.20996,207,279,48921.38672,49185.12891,1768.8125,1848.796875,-1141.203369,-1029.593261,1693.759319,1490.87031,1753.673139,1696.952071
194,9,SSHistoricLittleCottonwoodCreek,36.47914,-118.128635,H,W,SS,195,167442.0552,-169221.2588,2996.871582,267,338,39452.39063,41492.08594,1824.891967,1905.013183,-1119.529907,-996.875488,1770.498785,1574.727567,1853.599026,1659.757526
195,3,SSHistoricLittlePeteMeadow,37.101522,-118.5958,H,W,SS,196,124621.3797,-100775.3632,2761.333251,353,393,57127.62891,60001.15625,2048.556396,2034.453002,-1174.856323,-1018.076293,1737.596278,1638.638799,1584.861066,1768.940986
196,3,SSHistoricMcClureColbyMeadows,37.1713,-118.7024,H,W,SS,197,115055.2801,-93154.53395,3292.531005,1,51,88545.69531,83934.01563,1510.383789,1510.41333,-1515.481201,-1356.397583,2103.740081,1855.229455,2136.91417,1840.830372
197,3,SSHistoricMillCreek,35.530586,-118.622159,H,W,SS,198,124819.1089,-275358.0051,764.568054,1592,1610,42117.00781,46108.82031,3551.54541,3548.456054,89.143295,106.519393,578.7404704,690.3834281,476.7224919,839.3160454
198,2,SSHistoricMinkler,36.7166,-119.4641,H,W,SS,199,47804.62565,-144347.5762,117.597549,1705,1775,29447.94141,32607.59961,3818.041748,3712.968017,174.470489,299.246154,1845.965267,1366.95624,1845.00081,1833.291027
199,1,SSHistoricMitchellPeak,36.732308,-118.713693,H,W,SS,200,114716.0299,-141958.6137,3127.824707,334,383,85755.16406,97265.8125,1658.787963,1710.451049,-962.916442,-847.949523,1731.608097,1299.478896,1717.507692,1833.426031
200,2,SSHistoricMooseLake,36.600674,-118.637441,H,W,SS,201,121726.1016,-156492.2018,3213.820068,235,269,121178.4922,138368.875,1657.978149,1699.320068,-1146.045043,-1054.213134,2819.488309,2814.549752,3135.71525,2744.622132
201,1,SSHistoricMtGould,36.78039,-118.37854,H,W,SS,202,144511.4987,-136156.9345,3939.965332,-155,-80,103556.4531,106927.1563,1220.898559,1332.225463,-1530.065429,-1400.952148,210.7324007,654.0234551,546.6471119,479.0783514
202,3,SSHistoricOlanchaPeakwestslope,36.259758,-118.123273,H,W,SS,203,168404.3219,-193586.6425,3286.684082,94,165,50748.67188,50419.54297,1643.337158,1726.277221,-1270.998168,-1164.425415,857.4441944,561.5270514,321.7774266,1218.03692
203,7,SSHistoricOnionValley,36.774383,-118.331046,H,W,SS,204,148755.6567,-136751.036,2690.016357,436,510,54933.05859,60454.34766,2160.842041,2278.53125,-1109.465209,-946.376892,2631.717626,1724.237303,2445.726946,2885.123596
204,4,SSHistoricOnyx,35.685739,-118.21827,H,E,SS,205,161079.5332,-257516.7812,865.934692,1609,1656,30723.77344,31870.80078,3552.024414,3581.382812,-14.723078,47.917652,3221.592176,1953.434802,3205.820144,3387.641441
205,1,SSHistoricPiutePassofftrapline,37.231039,-118.68916,H,W,SS,206,116137.3445,-86498.4809,3600.783691,-47,-10,98607.88281,96506.125,1502.204956,1508.569824,-1409.535644,-1283.368286,3479.262613,2297.572072,3470.041873,3491.991449
206,4,SSHistoricRedrocksMeadow,36.270108,-118.271385,H,W,SS,207,155094.4464,-192689.4105,2661.955078,304,354,62414.53906,72298.0625,2086.180419,2142.761474,-1189.721313,-1120.528198,2278.20027,1826.281152,2337.554656,2049.29793
207,1,SSHistoricRockCreek,36.496066,-118.326482,H,W,SS,208,149708.3836,-167671.4385,2953.58789,164,229,56144.76172,54281.84375,1924.977783,1979.123291,-1352.718872,-1194.768432,1744.386312,548.3096745,1690.857914,1895.933694
208,2,SSHistoricSirrettaMeadows,35.942,-118.328,H,W,SS,209,150658.336,-229232.3434,2758.37207,517,569,69030.24219,78146.5625,2036.412597,2084.155761,-727.874267,-647.595275,3518.758559,1516.071493,3416.613063,3496.154815
209,5,SSHistoricSmithMeadowTroutCreek,35.96474,-118.22947,H,W,SS,210,159488.2949,-226545.0682,1860.368652,962,1008,30620.12109,33120.92969,2889.510009,2962.052001,-599.494506,-556.719604,3520.771171,1517.694382,3415.314865,3497.266877
210,4,SSHistoricTaylorMeadow,35.830658,-118.29175,H,W,SS,211,154147.2014,-241542.2964,2147.303222,814,850,69148.78906,78127.75781,2533.720947,2586.071533,-433.642456,-392.108795,3292.246514,1583.48741,3027.026079,3481.829883
211,4,SSHistoricWalkerPass05westside,35.68775,-118.049302,H,E,SS,212,176348.5304,-256992.7467,1395.433349,1382,1442,26892.125,28197.61914,3409.179687,3447.571533,-38.129978,-8.068165,2985.029213,1609.441547,2784.027416,3235.687387
212,2,SSHistoricWalkerPass06westside,35.6692,-118.0371,H,E,SS,213,177494.1214,-259030.1934,1526.797729,1385,1470,26017.14063,27308.17383,3389.075683,3423.984375,-55.912044,68.263031,1054.4982,1624.955466,998.7363677,1151.380288
213,3,SSHistoricWalkerPass07FreemanCanyoneastside,35.6501,-118.0109,H,E,SS,214,179907.3921,-261102.0765,1481.388427,1430,1517,25466.00586,26607.53906,3392.366943,3428.709228,16.540809,136.759429,3527.384234,2455.143629,3516.56326,3459.057632
214,3,SSHistoricWeldonFayCreeknorth,35.7412,-118.31,H,W,SS,215,152677.7099,-251508.4874,1261.483642,1404,1484,43960.67578,46158.26172,3258.651855,3304.17456,-8.634849,120.026718,3557.377758,2311.277027,3528.76317,3497.266877
215,5,SSHistoricWeldonsouth,35.666083,-118.28948,H,W,SS,216,154681.8552,-259818.5072,809.354003,1638,1699,27610.77734,27742.65234,3648.685058,3679.276367,-81.097114,-8.889328,3286.460189,1809.717049,3277.535522,3296.054505
216,4,SSHistoricWhitneyMeadow,36.434131,-118.2671,H,W,SS,217,155145.7156,-174457.9074,2968.678466,157,243,50025.86719,48526.01172,1999.484497,2060.280761,-1447.557983,-1311.733276,2801.940198,1248.690647,2837.968989,2881.991011
217,3,SSModernAsterLake,36.60162,-118.6779,M,W,SS,218,118110.4461,-156438.2485,2780.194335,411,438,115184.3594,128611.8047,1844.68103,1876.766723,-929.573608,-841.858215,1768.805218,532.5582656,1715.002698,1898.327018
218,2,SSModernBakersfield,35.513862,-118.870948,M,W,SS,219,102304.735,-277513.4596,269.607086,1940,1933,22574.41797,24032,3765.643554,3716.187988,461.77893,469.984771,3146.434157,1514.551461,3162.620953,3209.080558
219,2,SSModernBakersfieldJackrabbitFlat,35.49501,-119.057261,M,W,SS,220,85444.31523,-279791.7701,238.418167,1858,1875,19595.5957,20943.36328,3751.273925,3649.216796,338.520568,406.184631,2111.616906,538.8219116,2061.421763,2233.41036
220,2,SSModernBodfish0102,35.599554,-118.496725,M,W,SS,221,136059.7385,-267525.475,724.749633,1645,1687,27487.04297,28438.16406,3612.890625,3628.577148,-0.266604,60.853038,2111.616906,538.8219116,2061.421763,2233.41036
221,1,SSModernBodfish03ErskineCr,35.587765,-118.440047,M,W,SS,222,141210.6489,-268751.9522,932.073364,1439,1470,32719.11133,34359.16406,3302.20288,3318.513427,23.14204,4.536061,2744.616734,2051.786421,2624.873651,3124.116854
222,1,SSModernBodfish04SandyFlatCampground,35.587765,-118.440047,M,W,SS,222,141210.6489,-268751.9522,932.073364,1439,1470,32719.11133,34359.16406,3302.20288,3318.513427,23.14204,4.536061,2078.191097,2094.47527,1950.321477,2275.173051
223,7,SSModernBroderMonacheMeadow,36.166048,-118.191906,M,W,SS,224,162445.057,-204117.5358,2402.62622,514,564,49455.29297,57110.53125,2322.627197,2402.97705,-1012.962524,-932.088378,3517.655856,2452.592076,3414.583333,3491.991449
224,4,SSModernBullfrogLake,36.770114,-118.404074,M,W,SS,225,142255.2581,-137337.5271,3237.175048,88,154,86487.78906,89185.92969,1586.434448,1695.813842,-1323.28479,-1196.179321,2536.900225,1371.540018,2458.915917,2585.635014
225,2,SSModernCannellMeadow,35.833444,-118.370749,M,W,SS,226,147014.0285,-241358.2978,2278.330566,719,793,74731.59375,85051.08594,2354.548828,2413.725097,-505.518371,-372.174591,2322.522287,1507.358363,2191.255511,2441.784782
226,2,SSModernCarrollCreek,36.510223,-118.102954,M,E,SS,227,169670.45,-165721.8805,1716.338134,1196,1298,19798.12109,21439.98828,3041.571044,3124.109619,-294.749603,-114.807815,3554.940567,2434.233679,3527.83656,3497.266877
227,1,SSModernCottonwoodLakes,36.49873,-118.20772,M,W,SS,228,160325.6093,-167181.2431,3397.723876,23,98,51009.94922,52523.90234,1573.572265,1663.590332,-1388.387451,-1251.370483,1574.806408,629.3528616,1465.239189,1203.386589
228,6,SSModernCrabtreeMeadowWhitneyCreek,36.552653,-118.357678,M,W,SS,229,146809.0432,-161432.3208,3151.039794,160,196,58428.49609,58767.51953,1873.948974,1928.622192,-1321.370849,-1211.306762,1864.466037,2102.513939,1798.76362,2041.165617
229,3,SSModernDunlapMillCreek,36.730162,-119.11864,M,W,SS,230,78605.71188,-142609.9717,576.617309,1600,1675,60865.20703,67827.99219,3504.255615,3522.225585,117.004821,269.165893,3199.245054,1727.656629,3188.254496,3166.937922
230,1,SSModernEvolutionValley1,37.2099,-118.689,M,W,SS,231,116184.0109,-88847.86349,3640.232666,-181,-141,106140.0703,102160.8516,1285.423461,1297.103271,-1545.199096,-1401.058227,3072.56809,1287.738309,3103.858813,3118.780674
231,1,SSModernEvolutionValley2,37.1717,-118.716,M,W,SS,232,113848.8824,-93126.49238,3012.147949,151,191,81481.74219,76976.17969,1713.466674,1710.755859,-1354.587036,-1205.911865,2901.928507,1540.368705,2782.195056,3239.044595
232,1,SSModernEvolutionValley3,37.188599,-118.702,M,W,SS,233,115064.4189,-91231.29439,3440.89624,-127,-81,91155.74219,86409.78906,1422.246337,1434.623413,-1513.269531,-1367.453735,3535.75,2148.523402,3481.603332,3497.266877
